simmons_normal.wav-powerSpectrum.csv,601
jk_angry.wav-powerSpectrum.csv,476
je_angry.wav-powerSpectrum.csv,389
dadpatil-angry.wav-powerSpectrum.csv,316
Akansha angry.wav-powerSpectrum.csv,303
Arzoo-normal.wav-powerSpectrum.csv,298
pallavi-angry.wav-powerSpectrum.csv,274
paris-normal.wav-powerSpectrum.csv,261
young_angry.wav-powerSpectrum.csv,249
ari_normal.wav-powerSpectrum.csv,240
Harsh normal.wav-powerSpectrum.csv,226
rishi_angry.wav-powerSpectrum.csv,207
mathur_angry.wav-powerSpectrum.csv,192
dc_neutral.wav-powerSpectrum.csv,189
mompatil-angry-2.wav-powerSpectrum.csv,183
jk_neutral.wav-powerSpectrum.csv,177
Ajinkya-angry.wav-powerSpectrum.csv,168
michael_normal.wav-powerSpectrum.csv,166
dc_angry.wav-powerSpectrum.csv,163
nicholson-normal.wav-powerSpectrum.csv,163
goswami_angry.wav-powerSpectrum.csv,162
Pritha-normal.wav-powerSpectrum.csv,152
arun-angry.wav-powerSpectrum.csv,145
Pritha_angry.wav-powerSpectrum.csv,139
nicholson-angry.wav-powerSpectrum.csv,139
old_neutral.wav-powerSpectrum.csv,136
robert-normal.wav-powerSpectrum.csv,133
bhargav-normal.wav-powerSpectrum.csv,124
mathur_normal.wav-powerSpectrum.csv,122
Isha-angry.wav-powerSpectrum.csv,119
dicap_django_normal.wav-powerSpectrum.csv,116
dadpatil-normal.wav-powerSpectrum.csv,111
Olivianormal.wav-powerSpectrum.csv,107
pallavi-normal.wav-powerSpectrum.csv,93
Sayalee angry.wav-powerSpectrum.csv,90
toby_normal.wav-powerSpectrum.csv,89
Arzoo-angry.wav-powerSpectrum.csv,84
Harsh angry.wav-powerSpectrum.csv,78
Sayalee normal.wav-powerSpectrum.csv,77
lorelai-angry.wav-powerSpectrum.csv,76
Pooja-angry.wav-powerSpectrum.csv,67
arun-normal.wav-powerSpectrum.csv,66
Tanvi normal.wav-powerSpectrum.csv,59
Kapish-angry.wav-powerSpectrum.csv,54
Priyanjali - normal.wav-powerSpectrum.csv,51
old_angry.wav-powerSpectrum.csv,49
Isha-normal.wav-powerSpectrum.csv,49
kl_neutral.wav-powerSpectrum.csv,48
dicap_django_angry.wav-powerSpectrum.csv,47
goswami_normal.wav-powerSpectrum.csv,46
mompatil-normal.wav-powerSpectrum.csv,44
Puneet_normal.wav-powerSpectrum.csv,42
michael_angry.wav-powerSpectrum.csv,40
Akansha-normal.wav-powerSpectrum.csv,33
thedoctor-normal.wav-powerSpectrum.csv,32
Pooja-normal.wav-powerSpectrum.csv,32
rishi_normal.wav-powerSpectrum.csv,31
simmons_angry.wav-powerSpectrum.csv,30
emily-normal.wav-powerSpectrum.csv,30
toby_angry.wav-powerSpectrum.csv,29
young_neutral.wav-powerSpectrum.csv,29
normal.wav-powerSpectrum.csv,23
vaas-angry.wav-powerSpectrum.csv,23
Rohit-angry.wav-powerSpectrum.csv,23
Malkan-normal.wav-powerSpectrum.csv,22
Rohit-normal.wav-powerSpectrum.csv,20
je_neutral.wav-powerSpectrum.csv,18
paris-angry.wav-powerSpectrum.csv,18
Puneet_angry.wav-powerSpectrum.csv,18
Malkan-angry.wav-powerSpectrum.csv,17
Kapish-normal.wav-powerSpectrum.csv,17
robert-angry.wav-powerSpectrum.csv,16
loki-normal.wav-powerSpectrum.csv,15
Oliviaangry.wav-powerSpectrum.csv,15
harvey_normal.wav-powerSpectrum.csv,15
thedoctor-angry.wav-powerSpectrum.csv,13
Tushar-normal.wav-powerSpectrum.csv,12
tomcruise-angry.wav-powerSpectrum.csv,12
Tanvi angry.wav-powerSpectrum.csv,9
Manas angry.wav-powerSpectrum.csv,8
Tushar-angry.wav-powerSpectrum.csv,7
Nishant-angry.wav-powerSpectrum.csv,7
tyrion-angry.wav-powerSpectrum.csv,7
Priyanjali - angry.wav-powerSpectrum.csv,7
ari_angry.wav-powerSpectrum.csv,7
Nishant-normal.wav-powerSpectrum.csv,6
Manas normal.wav-powerSpectrum.csv,6
louis_angry.wav-powerSpectrum.csv,6
emily-angry.wav-powerSpectrum.csv,6
louis_normal.wav-powerSpectrum.csv,5
kl_angry.wav-powerSpectrum.csv,5
arrow-angry.wav-powerSpectrum.csv,5
tyrion-normal.wav-powerSpectrum.csv,4
leo_angry_wolf.wav-powerSpectrum.csv,3
bhargav-angry.wav-powerSpectrum.csv,2
harvey_angry.wav-powerSpectrum.csv,2
dipack-angry.wav-powerSpectrum.csv,2
Ajinkya-normal.wav-powerSpectrum.csv,1
arrow-normal.wav-powerSpectrum.csv,1
loki-angry.wav-powerSpectrum.csv,1
neeson-normal.wav-powerSpectrum.csv,1
